Data as of,Start Date,End Date,Year,Month,Group,State,Indicator,Non-Hispanic White,Non-Hispanic Black or African American,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Non Hispanic more than one race,Hispanic or Latino,Footnote
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Illinois,Weighted distribution of population (%),43.1,22.2,0.1,7.8,0,1.5,25.3,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Illinois,Count of COVID-19 deaths,1072,839,,114,0,,398,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Illinois,Distribution of COVID-19 deaths (%),43.8,34.3,,4.7,0,,16.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Illinois,Weighted distribution of population (%),43,22.3,0.1,7.8,0,1.5,25.2,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Illinois,Count of COVID-19 deaths,1290,643,,139,,,716,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Illinois,Distribution of COVID-19 deaths (%),45.7,22.8,,4.9,,,25.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Illinois,Weighted distribution of population (%),42.9,22.3,0.1,7.7,0,1.5,25.3,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Illinois,Count of COVID-19 deaths,536,244,,66,0,,300,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Illinois,Distribution of COVID-19 deaths (%),46.2,21,,5.7,0,,25.9,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Illinois,Weighted distribution of population (%),43.1,22.2,0.1,7.7,0,1.6,25.3,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Illinois,Count of COVID-19 deaths,217,95,0,26,0,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Illinois,Distribution of COVID-19 deaths (%),49.1,21.5,0,5.9,0,,23.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Illinois,Weighted distribution of population (%),43.3,22.2,0.1,7.7,0,1.6,25.1,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Illinois,Count of COVID-19 deaths,336,68,0,10,0,,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Illinois,Distribution of COVID-19 deaths (%),68.6,13.9,0,2,0,,14.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Illinois,Weighted distribution of population (%),44.1,21.8,0.1,7.6,0,1.6,24.7,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Illinois,Count of COVID-19 deaths,382,61,,12,,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Illinois,Distribution of COVID-19 deaths (%),69.3,11.1,,2.2,,,16.5,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Illinois,Weighted distribution of population (%),44.7,21.7,0.1,7.5,0,1.6,24.3,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Illinois,Count of COVID-19 deaths,830,104,0,17,0,,126,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Illinois,Distribution of COVID-19 deaths (%),76.9,9.6,0,1.6,0,,11.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Illinois,Weighted distribution of population (%),44.6,21.7,0.1,7.5,0,1.6,24.5,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,Illinois,Count of COVID-19 deaths,2466,370,,92,,,407,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,Illinois,Distribution of COVID-19 deaths (%),73.8,11.1,,2.8,,,12.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,11/01/2020,11/30/2020,2020,11,By Month,Illinois,Weighted distribution of population (%),44.3,21.6,0.1,7.7,0,1.6,24.7,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,Illinois,Count of COVID-19 deaths,2977,489,,132,,11,555,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,Illinois,Distribution of COVID-19 deaths (%),71.3,11.7,,3.2,,0.3,13.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,12/01/2020,12/31/2020,2020,12,By Month,Illinois,Weighted distribution of population (%),44,21.8,0.1,7.7,0,1.6,24.8,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,Illinois,Count of COVID-19 deaths,1648,303,0,91,0,,343,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,Illinois,Distribution of COVID-19 deaths (%),68.8,12.7,0,3.8,0,,14.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,01/01/2021,01/31/2021,2021,1,By Month,Illinois,Weighted distribution of population (%),43.9,22,0.1,7.6,0,1.6,24.8,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,Illinois,Count of COVID-19 deaths,691,160,0,33,,,173,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,Illinois,Distribution of COVID-19 deaths (%),64.9,15,0,3.1,,,16.3,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,02/01/2021,02/28/2021,2021,2,By Month,Illinois,Weighted distribution of population (%),43.9,21.9,0.1,7.7,0,1.6,24.8,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,Illinois,Count of COVID-19 deaths,338,92,0,25,0,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,Illinois,Distribution of COVID-19 deaths (%),62.9,17.1,0,4.7,0,,15.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,03/01/2021,03/31/2021,2021,3,By Month,Illinois,Weighted distribution of population (%),43.6,22.1,0.1,7.7,0,1.6,24.9,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,Illinois,Count of COVID-19 deaths,407,170,,23,0,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,Illinois,Distribution of COVID-19 deaths (%),57.4,24,,3.2,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,04/01/2021,04/30/2021,2021,4,By Month,Illinois,Weighted distribution of population (%),43.4,22.2,0.1,7.7,0,1.6,25,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,Illinois,Count of COVID-19 deaths,321,130,0,25,0,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,Illinois,Distribution of COVID-19 deaths (%),57.6,23.3,0,4.5,0,,14.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,Illinois,Unweighted distribution of population (%),60.8,14.1,0.2,5.8,0,1.7,17.5,
06/02/2021,05/01/2021,05/29/2021,2021,5,By Month,Illinois,Weighted distribution of population (%),43.5,22.1,0.1,7.7,0,1.6,25,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,Indiana,Count of COVID-19 deaths,11210,1361,16,119,11,12,523,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,Indiana,Distribution of COVID-19 deaths (%),84.6,10.3,0.1,0.9,0.1,0.1,3.9,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,01/01/2020,05/29/2021,2020/2021,,By Total,Indiana,Weighted distribution of population (%),62.6,20.7,0.2,3.4,0,2.4,10.7,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,Indiana,Count of COVID-19 deaths,8167,1059,13,83,,12,366,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,Indiana,Distribution of COVID-19 deaths (%),84.1,10.9,0.1,0.9,,0.1,3.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,01/01/2020,12/31/2020,2020,,By Year,Indiana,Weighted distribution of population (%),62.7,20.7,0.2,3.3,0,2.4,10.7,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,Indiana,Count of COVID-19 deaths,3043,302,,36,,0,157,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,Indiana,Distribution of COVID-19 deaths (%),85.9,8.5,,1,,0,4.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,01/01/2021,05/29/2021,2021,,By Year,Indiana,Weighted distribution of population (%),62.5,20.8,0.2,3.4,0,2.4,10.7,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,Indiana,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,Indiana,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,01/01/2020,01/31/2020,2020,1,By Month,Indiana,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,Indiana,Count of COVID-19 deaths,0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,Indiana,Distribution of COVID-19 deaths (%),0,0,0,0,0,0,0,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,02/01/2020,02/29/2020,2020,2,By Month,Indiana,Weighted distribution of population (%),0,0,0,0,0,0,0,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Indiana,Count of COVID-19 deaths,76,48,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Indiana,Distribution of COVID-19 deaths (%),60.8,38.4,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,03/01/2020,03/31/2020,2020,3,By Month,Indiana,Weighted distribution of population (%),56.6,25.8,0.2,3.6,0,2.5,11.3,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Indiana,Count of COVID-19 deaths,831,253,,15,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Indiana,Distribution of COVID-19 deaths (%),72.8,22.2,,1.3,0,,3.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,04/01/2020,04/30/2020,2020,4,By Month,Indiana,Weighted distribution of population (%),59.1,23.7,0.2,3.5,0,2.4,11,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Indiana,Count of COVID-19 deaths,745,162,0,,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Indiana,Distribution of COVID-19 deaths (%),77.8,16.9,0,,,0,4.1,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,05/01/2020,05/31/2020,2020,5,By Month,Indiana,Weighted distribution of population (%),59,23.7,0.2,3.3,0,2.4,11.4,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Indiana,Count of COVID-19 deaths,355,78,,,0,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Indiana,Distribution of COVID-19 deaths (%),75.4,16.6,,,0,,6.2,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,06/01/2020,06/30/2020,2020,6,By Month,Indiana,Weighted distribution of population (%),60.8,21.9,0.2,3.4,0,2.4,11.1,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Indiana,Count of COVID-19 deaths,257,54,0,,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Indiana,Distribution of COVID-19 deaths (%),77.2,16.2,0,,0,,5.7,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,07/01/2020,07/31/2020,2020,7,By Month,Indiana,Weighted distribution of population (%),62.6,20.1,0.2,3.2,0,2.4,11.5,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Indiana,Count of COVID-19 deaths,309,52,0,,0,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Indiana,Distribution of COVID-19 deaths (%),79.6,13.4,0,,0,0,6.4,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,08/01/2020,08/31/2020,2020,8,By Month,Indiana,Weighted distribution of population (%),64.2,19.1,0.2,3.2,0,2.3,10.9,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Indiana,Count of COVID-19 deaths,356,34,,,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Indiana,Distribution of COVID-19 deaths (%),85.4,8.2,,,0,0,5.8,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Indiana,Unweighted distribution of population (%),78.4,9.6,0.2,2.5,0,1.9,7.3,
06/02/2021,09/01/2020,09/30/2020,2020,9,By Month,Indiana,Weighted distribution of population (%),65.4,18.5,0.2,3,0,2.3,10.5,
06/02/2021,10/01/2020,10/31/2020,2020,10,By Month,Indiana,Count of COVID-19 deaths,780,60,,,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
